match_date,team_1,team_2,t1_points,t2_points,team_1_elo,team_2_elo
2016-11-06,SK,CLOUD9,16,7,1597.6684278662556,1615.9094321398354
2016-11-06,OPTIC,SK,16,13,1490.2467455905874,1575.9821448186515
2016-11-06,CLOUD9,SK,11,16,1598.078764486469,1593.8128124720179
2016-11-06,FAZE,ENVY,7,16,1538.619056116479,1582.3886148575616
2016-11-06,DIGNITAS,ASTRALIS,16,2,1551.522498761206,1490.9395967959117
2016-11-06,ASTRALIS,DIGNITAS,12,16,1477.701605732483,1564.7604898246348
2016-11-06,ENVY,FAZE,11,16,1564.3835482437223,1556.6241227303183
2016-11-06,SK,OPTIC,16,8,1605.1798352713927,1478.8797227912125
2016-11-07,ASTRALIS,FAZE,16,13,1497.2748716706394,1537.0508567921618
2016-11-07,FAZE,ASTRALIS,16,9,1551.2270659890196,1483.0986624737816
2016-11-07,FNATIC,DIGNITAS,19,16,1594.670022144535,1549.4315573525216
2016-11-07,DIGNITAS,FNATIC,17,19,1535.50317161021,1608.5984078868466
2016-11-08,FNATIC,FAZE,16,13,1621.9801146956543,1537.845359180212
2016-11-08,FAZE,FNATIC,7,16,1525.6459072046982,1634.179566671168
2016-11-09,G2,ENVY,16,9,1478.5467403706027,1543.6230052639087
2016-11-09,VIRTUS.PRO,NIP,16,12,1617.4626347291235,1567.4438510476352
2016-11-09,GODSENT,NIP,20,22,1509.341546840002,1581.4227470217147
2016-11-09,NIP,VIRTUS.PRO,16,14,1599.0765178296747,1599.8088639211635
2016-11-09,NIP,GODSENT,16,5,1611.0335707661134,1497.3844939035632
2016-11-10,MOUSESPORTS,GODSENT,16,11,1597.579286360836,1485.3599053724702
2016-11-10,GODSENT,MOUSESPORTS,16,11,1506.355281441979,1576.5839102913271
2016-11-10,GODSENT,DIGNITAS,9,16,1491.6944510525846,1550.1640019996046
2016-11-10,DIGNITAS,GODSENT,16,7,1563.4965143615677,1478.3619386906214
2016-11-10,ENVY,G2,16,9,1556.6606940096613,1465.5090516248501
2016-11-10,FAZE,MOUSESPORTS,14,16,1511.97502475902,1590.2547927370053
2016-11-10,MOUSESPORTS,FAZE,11,16,1570.709661766191,1531.5201557298344
2016-11-11,ENVY,OPTIC,16,8,1569.137412712984,1466.4030040878897
2016-11-11,LIQUID,G2,1,2,1439.7883171493247,1481.0399257151355
2016-11-11,NAVI,SK,10,16,1531.7651524031646,1618.4368285660967
2016-11-12,CLOUD9,TYLOO,16,0,1608.534706821023,1462.037092774516
2016-11-12,SK,NAVI,2,0,1630.5262356657167,1519.6757453035445
2016-11-12,CLOUD9,FLIPSID3,16,4,1612.851357715784,1281.3893748888293
2016-11-12,ENVY,G2,0,2,1549.1651434148248,1501.0121950132948
2016-11-12,IMMORTALS,FAZE,19,17,1471.2880729235778,1511.9065192841913
2016-11-12,SK,ASTRALIS,13,16,1608.1170756437107,1505.5078224957877
2016-11-13,MOUSESPORTS,VIRTUS.PRO,9,16,1556.0466048920318,1614.4719207953226
2016-11-13,VIRTUS.PRO,MOUSESPORTS,16,8,1627.806413677428,1542.7121120099264
2016-11-13,CLOUD9,OPTIC,16,11,1622.4800992864434,1456.7742625172302
2016-11-13,OPTIC,CLOUD9,4,16,1447.8748929781807,1631.379468825493
2016-11-14,GODSENT,FNATIC,16,11,1501.092308149622,1611.4491972121673
2016-11-14,G2,OPTIC,1,2,1482.584034800164,1466.3030531913114
2016-11-14,FNATIC,GODSENT,6,16,1590.5313605159524,1522.010144845837
2016-11-14,CLOUD9,IMMORTALS,1,2,1608.4879523066945,1494.1795894423763
2016-11-16,TYLOO,LIQUID,6,16,1445.013897034878,1456.8115128889626
2016-11-16,NAVI,G2,16,10,1533.9740688888162,1468.2857112148924
2016-11-16,IMMORTALS,LIQUID,16,14,1508.4653309286389,1442.5257714027
2016-11-16,NAVI,ASTRALIS,9,16,1516.666075308902,1522.8158160757018
2016-11-16,TYLOO,G2,3,16,1430.0840038015108,1483.2156044482597
2016-11-16,IMMORTALS,G2,16,4,1523.3045808691945,1468.376354507704
2016-11-16,NAVI,TYLOO,16,14,1528.759362597302,1417.9907165131108
2016-11-16,ASTRALIS,G2,12,16,1504.3291038758712,1486.8630667075347
2016-11-16,IMMORTALS,TYLOO,19,17,1534.5979711525695,1406.6973262297358
2016-11-16,ASTRALIS,LIQUID,16,1,1517.5126001290976,1429.3422751494736
2016-11-16,NAVI,LIQUID,6,16,1508.3020317940054,1449.7996059527702
2016-11-17,HEROIC,NIP,8,16,1391.939452899084,1618.3320797435192
2016-11-17,CLOUD9,SK,10,16,1592.4708728116714,1624.1341551387338
2016-11-17,HEROIC,MOUSESPORTS,16,11,1414.4774408830388,1520.1741240259717
2016-11-17,FAZE,NIP,16,5,1532.659850317546,1597.5787487101645
2016-11-17,MOUSESPORTS,SK,10,16,1508.8237172992765,1635.484561865429
2016-11-17,CLOUD9,NIP,14,16,1576.7060822439944,1613.3435392778415
2016-11-17,MOUSESPORTS,NIP,8,16,1497.4969018132501,1624.6703547638679
2016-11-17,HEROIC,SK,16,13,1439.4733580402958,1610.4886447081717
2016-11-17,CLOUD9,FAZE,17,19,1558.688475705473,1550.6774568560675
2016-11-17,LIQUID,G2,17,19,1435.4999961228518,1501.162676537453
2016-11-17,NAVI,IMMORTALS,15,19,1493.5106975515698,1549.389305395005
2016-11-17,ASTRALIS,TYLOO,16,9,1528.5756560614839,1395.6342702973495
2016-11-17,IMMORTALS,ASTRALIS,15,19,1532.4319464003686,1545.5330150561203
2016-11-17,HEROIC,FAZE,3,16,1428.4264977467174,1561.724317149646
2016-11-18,CLOUD9,MOUSESPORTS,16,10,1571.8992799341077,1484.2860975846154
2016-11-18,FAZE,SK,16,11,1579.9553664199263,1592.2575954378913
2016-11-18,MOUSESPORTS,FAZE,7,16,1472.583756055763,1591.6577079487788
2016-11-18,SK,NIP,16,9,1609.7459428308073,1607.1820073709519
2016-11-18,HEROIC,CLOUD9,12,16,1418.682062658052,1581.643715022773
2016-11-19,IMMORTALS,NIP,0,2,1519.8221650887206,1619.7917886825999
2016-11-19,G2,SK,1,2,1490.0064357056522,1620.9021836626082
2016-11-19,ENVY,DIGNITAS,12,16,1533.8247533749259,1578.8369044014667
2016-11-19,OPTIC,ENVY,2,1,1485.3739772510132,1514.753829315224
2016-11-19,FNATIC,DIGNITAS,3,16,1573.9930142010219,1595.3752507163972
2016-11-19,FNATIC,OPTIC,0,2,1553.998215452967,1505.368775999068
2016-11-20,ASTRALIS,SK,0,2,1532.9504543470975,1633.484744371631
2016-11-20,FAZE,NIP,1,2,1576.950505780194,1634.4989908511848
2016-11-21,SK,NIP,1,2,1617.53145201544,1650.4522832073758
2016-11-22,VIRTUS.PRO,GODSENT,5,16,1607.079519066108,1542.737039457157
2016-11-22,GODSENT,VIRTUS.PRO,11,16,1529.6667042733086,1620.1498542499564
2016-11-23,FAZE,G2,16,2,1589.0281202949886,1477.9288211908574
2016-11-23,G2,FAZE,20,22,1466.8775968010377,1600.0793446848083
2016-11-23,VIRTUS.PRO,ENVY,16,14,1631.4397885445392,1503.4638950206413
2016-11-23,ASTRALIS,FNATIC,19,15,1549.9185555533134,1537.0301142467513
2016-11-23,FNATIC,ASTRALIS,8,16,1521.6233767972883,1565.3252930027763
2016-11-23,VIRTUS.PRO,G2,2,16,1608.3815139288467,1489.9358714167302
2016-11-23,G2,VIRTUS.PRO,16,7,1511.1885610031259,1587.128824342451
2016-11-23,ENVY,VIRTUS.PRO,16,5,1523.2440209763524,1567.34869838674
2016-11-24,DIGNITAS,G2,16,6,1607.5724460572417,1498.9913656622814
2016-11-24,G2,DIGNITAS,14,16,1487.8350333916958,1618.7287783278273
2016-11-24,ASTRALIS,VIRTUS.PRO,16,4,1581.4184732107988,1551.2555181787175
2016-11-24,OPTIC,GAMBIT,10,16,1483.5233041914219,1394.1335761490056
2016-11-24,VIRTUS.PRO,ASTRALIS,11,16,1536.6410943045314,1596.0328970849848
2016-11-24,G2,MOUSESPORTS,12,16,1471.1331368898996,1489.2856525575592
2016-11-24,MOUSESPORTS,ENVY,14,16,1474.8445323213498,1537.6851412125618
2016-11-24,ENVY,MOUSESPORTS,16,14,1550.8223737742521,1461.7072997596595
2016-11-24,FAZE,NIP,11,16,1586.3829854702599,1664.1486424219243
2016-11-24,MOUSESPORTS,G2,10,16,1446.1412691357336,1486.6991675138254
2016-11-24,NIP,FAZE,4,16,1644.6260321821346,1605.9055957100495
2016-11-25,GAMBIT,CLOUD9,2,1,1418.0177201348206,1557.759571036958
2016-11-25,DIGNITAS,MOUSESPORTS,11,16,1595.3759010709655,1469.4941463925954
2016-11-25,MOUSESPORTS,DIGNITAS,16,9,1491.050196204648,1573.8198512589129
2016-11-25,FNATIC,G2,9,16,1504.020452678485,1504.3020916326286
2016-11-25,NIP,ASTRALIS,11,16,1626.4027138584054,1614.256215408714
2016-11-25,NIP,G2,16,9,1637.0003693104682,1493.7044361805658
2016-11-25,ASTRALIS,NIP,16,9,1631.3021287788786,1619.9544559403037
2016-11-25,G2,FNATIC,16,9,1510.179366737406,1487.5455221216448
2016-11-25,G2,NIP,16,4,1531.0729292950243,1599.0608933826854
2016-11-25,CLOUD9,OPTIC,2,0,1570.3919582018393,1470.8909170265406
2016-11-26,G2,ASTRALIS,17,19,1519.5647342338018,1642.810323840101
2016-11-26,ASTRALIS,G2,16,2,1653.3613149190887,1509.0137431548142
2016-11-26,GODSENT,GAMBIT,1,2,1508.69504761877,1438.989376789359
2016-11-26,FAZE,GODSENT,16,8,1617.5421584712474,1497.0584848575722
2016-11-26,GODSENT,FAZE,16,7,1518.3947520084596,1596.20589132036
2016-11-27,MOUSESPORTS,NIP,16,7,1511.8699922233939,1578.2410973639396
2016-11-27,NIP,MOUSESPORTS,16,9,1591.2212404971585,1498.889849090175
2016-11-27,ENVY,NIP,13,16,1536.6744708187273,1605.3691434526834
2016-11-27,ASTRALIS,GODSENT,16,3,1663.4407363742434,1508.3153305533049
2016-11-27,GODSENT,ASTRALIS,7,16,1499.0194406792502,1672.736626248298
2016-11-27,NIP,ENVY,12,16,1586.246225805815,1555.7973884655958
2016-11-30,DIGNITAS,SK,1,2,1559.8222906697185,1631.5290126046343
2016-11-30,ASTRALIS,NIP,2,1,1684.8338837138378,1574.1489683402751
2016-12-01,MOUSESPORTS,OPTIC,0,2,1481.603234646075,1488.1775314706406
2016-12-01,VIRTUS.PRO,FAZE,1,2,1523.3575920511996,1609.4893935736918
2016-12-02,SK,ASTRALIS,0,2,1617.9647113790918,1698.3981849393804
2016-12-03,OPTIC,FAZE,2,0,1509.5476687351124,1588.11925630922
2016-12-03,ASTRALIS,OPTIC,1,2,1674.467391148125,1533.4784625263678
2016-12-04,CLOUD9,IMMORTALS,0,2,1552.0794405759334,1538.1346827146265
2016-12-09,ASTRALIS,OPTIC,16,7,1684.3089969020807,1523.636856772412
2016-12-09,ASTRALIS,FAZE,16,3,1695.9891080678256,1576.4391451434751
2016-12-09,FAZE,CLOUD9,16,6,1591.319173880305,1537.1994118391035
2016-12-09,SK,DIGNITAS,7,16,1599.311872213071,1578.4751298357394
2016-12-10,IMMORTALS,ENVY,19,22,1522.9473803726685,1570.9846908075538
2016-12-10,DIGNITAS,ENVY,3,16,1562.130235804719,1587.3295848385742
2016-12-10,OPTIC,CLOUD9,2,1,1540.2611184589712,1520.5751501525444
2016-12-10,SK,IMMORTALS,2,0,1611.8507145475328,1510.4085380382066
2016-12-11,FAZE,OPTIC,1,2,1572.9846451386022,1558.595647200674
2016-12-11,DIGNITAS,SK,1,2,1548.4044446416194,1625.5765057106323
2016-12-11,ENVY,OPTIC,0,2,1570.0093467804793,1575.9158852587689
2016-12-11,ASTRALIS,SK,2,0,1708.7901647485385,1612.7754490299194
2016-12-12,OPTIC,ASTRALIS,0,2,1565.7531192079846,1718.9529307993228
2016-12-15,G2,GODSENT,11,16,1492.5536154250808,1515.4795684089836
2016-12-15,NIP,RENEGADES,16,9,1584.4265995841565,1433.8656768632923
2016-12-15,FAZE,CLOUD9,19,17,1586.5892401161298,1506.970555175017
2016-12-15,MOUSESPORTS,HELLRAISERS,6,16,1464.1183567530957,1466.7513485054633
2016-12-15,ENVY,IMMORTALS,11,16,1551.2912384653234,1529.1266463533625
2016-12-16,NIP,HELLRAISERS,17,19,1563.2055871696562,1487.9723609199636
2016-12-16,G2,ENVY,16,12,1511.2331035604263,1532.611750329978
2016-12-16,GODSENT,DIGNITAS,16,11,1532.9912923628228,1530.8927206877802
2016-12-16,FAZE,OPTIC,16,11,1601.6308499762358,1550.7115093478785
2016-12-17,GODSENT,HELLRAISERS,16,11,1546.9296193192965,1474.03403396349
2016-12-17,CLOUD9,RENEGADES,16,9,1519.6527705449419,1421.1834614933673
2016-12-17,NIP,OPTIC,9,16,1546.6304615155655,1567.2866350019692
2016-12-17,FAZE,IMMORTALS,16,11,1614.3395474684216,1516.4179488611767
2016-12-18,CLOUD9,HELLRAISERS,13,16,1501.5639401448145,1492.1228643636173
2016-12-18,OPTIC,HELLRAISERS,16,10,1579.8782242534387,1479.5312751121478
2016-12-18,DIGNITAS,G2,16,9,1545.9883269007753,1496.1374973474312
2016-12-18,MOUSESPORTS,IMMORTALS,16,3,1482.5088137685273,1498.027491845745
2016-12-18,IMMORTALS,G2,17,19,1481.9404552411156,1512.2245339520607
2017-01-09,FNATIC,G2,2,0,1504.6801250332435,1495.089931040462
2017-01-09,HELLRAISERS,MOUSESPORTS,0,2,1463.6683924777517,1498.3716964029234
2017-01-13,VIRTUS.PRO,ENVY,1,1,1523.7836610349677,1532.1856813462098
2017-01-16,LIQUID,RENEGADES,1,2,1418.8410682404124,1437.8423893758068
2017-01-22,FLIPSID3,FAZE,9,16,1277.2857113873856,1618.4432109698653
2017-01-22,ASTRALIS,GODSENT,6,16,1695.6205638843048,1570.2619862343145
2017-01-22,LIQUID,ENVY,21,25,1407.8831646795677,1543.1435849070544
2017-01-22,NAVI,MOUSESPORTS,16,3,1509.7345402158478,1482.1478537386454
2017-01-22,FNATIC,G2,10,16,1488.2385924097036,1511.5314636640019
2017-01-22,SK,HELLRAISERS,16,7,1622.3014822731243,1454.1423592345468
2017-01-22,GAMBIT,NORTH,16,8,1457.770491976089,1481.21888481327
2017-01-22,VIRTUS.PRO,OPTIC,16,13,1542.3446967752918,1561.3171885131146
2017-01-23,OPTIC,ASTRALIS,12,16,1551.2113894123781,1705.7263629850413
2017-01-23,VIRTUS.PRO,G2,16,14,1556.9294036657175,1496.946756773576
2017-01-23,GODSENT,GAMBIT,9,16,1549.2553031481427,1478.7771750622608
2017-01-23,NORTH,FNATIC,13,16,1465.5421103139593,1503.9153669090144
2017-01-23,FLIPSID3,LIQUID,14,16,1267.031832729182,1418.1370433377713
2017-01-23,FAZE,SK,17,19,1602.6208836260894,1638.1238096169002
2017-01-23,NAVI,ENVY,16,6,1527.268358984611,1525.6097661382912
2017-01-23,MOUSESPORTS,HELLRAISERS,16,7,1496.8609390376448,1439.4292739355474
2017-01-24,FLIPSID3,OPTIC,13,16,1261.8149383685636,1556.4282837729966
2017-01-24,SK,NAVI,3,16,1617.185191557818,1548.2069770436933
2017-01-24,ASTRALIS,G2,16,5,1713.1231460324075,1489.5499737262098
2017-01-24,LIQUID,FAZE,18,22,1409.9152086367035,1610.8427183271572
2017-01-24,NORTH,HELLRAISERS,19,15,1480.3418289746007,1424.629555274906
2017-01-24,GODSENT,ENVY,3,16,1532.1680640339273,1542.6970052525066
2017-01-24,FNATIC,MOUSESPORTS,16,11,1519.5905431363367,1481.1857628103226
2017-01-24,GAMBIT,VIRTUS.PRO,10,16,1466.3167205201967,1569.3898582077816
2017-01-25,NORTH,GODSENT,19,17,1498.7109693489479,1513.7989236595802
2017-01-25,NORTH,G2,16,9,1514.2891876522128,1473.9717554229449
2017-01-25,ENVY,FNATIC,11,16,1525.6344794085976,1536.6530689802457
2017-01-25,MOUSESPORTS,LIQUID,4,16,1461.948907506584,1429.152063940442
2017-01-25,GODSENT,OPTIC,16,8,1531.7522857088015,1538.4749217237752
2017-01-25,SK,ASTRALIS,19,17,1637.4943283559867,1692.8140092342387
2017-01-25,GAMBIT,FAZE,16,14,1488.6133249779696,1588.5461138693843
2017-01-26,FAZE,ENVY,16,11,1601.6801804096337,1512.5004128683481
2017-01-26,LIQUID,ASTRALIS,3,16,1423.3987332600823,1698.5673399145985
2017-01-27,NAVI,ASTRALIS,1,2,1538.729140739906,1708.045176218386
2017-01-27,FNATIC,GAMBIT,2,1,1550.4547486837002,1474.811645274515
2017-01-28,VIRTUS.PRO,NORTH,2,1,1582.8734405527005,1500.805605307294
2017-01-28,FAZE,SK,1,2,1587.3236658898659,1651.8508428757546
2017-01-28,ASTRALIS,FNATIC,2,0,1717.2477566710181,1541.252168231068
2017-01-28,VIRTUS.PRO,SK,2,0,1602.0088803723643,1632.7154030560907
2017-01-29,ASTRALIS,VIRTUS.PRO,2,1,1728.1272247284246,1591.1294123149578
2017-02-04,IMMORTALS,LIQUID,2,1,1495.2697364951289,1410.069452006069
2017-02-04,G2,FLIPSID3,2,0,1481.2585566095092,1254.5281371819992
2017-02-04,FNATIC,MOUSESPORTS,2,1,1553.6622469980089,1449.5388287396431
2017-02-04,G2,FNATIC,0,2,1468.5454259166077,1566.3753776909105
2017-02-05,IMMORTALS,LIQUID,2,0,1507.4229215181085,1397.9162669830894
2017-02-07,NAVI,ASTRALIS,16,11,1562.678940588286,1704.1774248800446
2017-02-07,ASTRALIS,NAVI,16,4,1713.9990524409923,1552.8573130273383
2017-02-07,MOUSESPORTS,ASTRALIS,11,16,1443.8071508712906,1719.7307303093448
2017-02-07,ASTRALIS,MOUSESPORTS,8,16,1693.1584755889476,1470.3794055916878
2017-02-08,FNATIC,NORTH,12,16,1547.391124403976,1519.7898585942285
2017-02-08,NORTH,FNATIC,16,5,1537.0582765826998,1530.1227064155046
2017-02-08,MOUSESPORTS,NIP,16,10,1489.8355834437616,1527.1742836634917
2017-02-08,IMMORTALS,SK,11,16,1496.955092569769,1643.1832320044302
2017-02-08,FLIPSID3,SPACE SOLDIERS,16,12,1279.803701279013,1459.2705725399014
2017-02-08,NAVI,VIRTUS.PRO,16,10,1570.612713863268,1573.374011479028
2017-02-08,NIP,MOUSESPORTS,8,16,1509.461362462581,1507.5485046446722
2017-02-08,SK,IMMORTALS,16,7,1652.8205089094643,1487.317815664735
2017-02-08,VIRTUS.PRO,NAVI,16,8,1589.2468517018267,1554.7398736404693
2017-02-09,VIRTUS.PRO,KINGUIN,15,19,1569.2249555706353,1520.0218961311914
2017-02-09,GAMBIT,SPACE SOLDIERS,19,15,1490.0964293747313,1443.9857884396852
2017-02-09,KINGUIN,VIRTUS.PRO,9,16,1506.2727534060796,1582.9740982957471
2017-02-12,GAMBIT,FLIPSID3,16,2,1497.4437932063518,1272.4563374473926
2017-02-15,NORTH,OPTIC,11,16,1521.123515140838,1554.409683165637
2017-02-15,FNATIC,GAMBIT,8,16,1512.6222091103923,1514.944290511464
2017-02-15,NIP,CLOUD9,14,16,1493.0977353487392,1517.9275672586564
2017-02-16,ASTRALIS,OPTIC,16,9,1703.0881776051865,1544.479981149398
2017-02-16,VIRTUS.PRO,GAMBIT,10,16,1563.880643341332,1534.0377454658792
2017-02-16,NAVI,MOUSESPORTS,12,16,1536.579897721957,1525.7084805631846
2017-02-17,SK,CLOUD9,16,6,1662.9028567440062,1507.8452194241145
2017-02-17,NORTH,OPTIC,2,0,1538.197502766939,1527.4059935232972
2017-02-17,FNATIC,VIRTUS.PRO,0,2,1498.9657684245885,1577.5370840271357
2017-02-17,NIP,CLOUD9,2,1,1509.7764745049012,1491.1664802679525
2017-02-18,GAMBIT,NORTH,0,2,1518.2293002160973,1554.0059480167208
2017-02-18,MOUSESPORTS,VIRTUS.PRO,0,2,1512.0777276151373,1591.167836975183
2017-02-18,ASTRALIS,NIP,2,0,1711.0034035792687,1501.861248530819
2017-02-19,VIRTUS.PRO,ASTRALIS,2,1,1612.4775611321386,1689.6936794223132
2017-02-19,SK,NAVI,2,0,1673.3289466724118,1526.1538077935516
2017-02-19,NORTH,SK,0,2,1543.2946568411787,1684.040237847954
2017-02-20,VIRTUS.PRO,SK,2,1,1631.7273164027158,1664.7904825773767
2017-02-22,GODSENT,FLIPSID3,13,16,1505.6251716960064,1298.5834514601877
2017-02-22,FNATIC,G2,16,14,1513.5684288145044,1453.9427655266918
2017-02-23,IMMORTALS,OPTIC,16,6,1505.1557952169082,1509.568013971124
2017-02-23,OPTIC,IMMORTALS,16,5,1525.3648347109356,1489.3589744770966
2017-02-23,MOUSESPORTS,KINGUIN,16,5,1527.8104235465605,1490.5400574746564
2017-02-23,KINGUIN,MOUSESPORTS,14,16,1476.249867773986,1542.100613247231
2017-03-01,ASTRALIS,FAZE,2,4,1669.1112144248818,1607.9061308872972
2017-03-01,OPTIC,NIP,13,16,1508.2841026691233,1518.9419805726313
2017-03-01,FAZE,ASTRALIS,8,16,1594.6959298903848,1682.3214154217942
2017-03-01,OPTIC,FAZE,12,16,1496.1834418734722,1606.7965906860359
2017-03-01,NIP,FAZE,6,16,1506.903752553605,1618.8348187050622
2017-03-01,OPTIC,FNATIC,10,16,1480.9833825890341,1528.7684880989425
2017-03-01,NIP,ASTRALIS,24,28,1498.3590523310952,1690.866115644304
2017-03-01,FAZE,FNATIC,16,11,1630.7775897329273,1516.8257170710774
2017-03-01,OPTIC,ASTRALIS,12,16,1473.6226510702697,1698.2268471630684
2017-03-01,NIP,FNATIC,14,16,1483.208673742327,1531.9760956598457
2017-03-01,ASTRALIS,FNATIC,19,17,1707.1060787729584,1523.0968640499557
2017-03-02,NAVI,HEROIC,12,16,1505.3565897337069,1439.4792807178967
2017-03-02,HEROIC,VIRTUS.PRO,16,14,1463.5275214805572,1607.6790756400553
2017-03-02,CLOUD9,NAVI,6,16,1475.8195958440972,1520.7034741575621
2017-03-02,NORTH,SK,8,16,1532.6723102558637,1675.4128291626917
2017-03-02,CLOUD9,NORTH,12,16,1462.414639279163,1546.0772668207978
2017-03-02,SK,VIRTUS.PRO,14,16,1656.3325005289132,1626.7594042738338
2017-03-02,NAVI,NORTH,12,16,1505.869907458182,1560.910833520178
2017-03-02,CLOUD9,VIRTUS.PRO,4,16,1453.4648473661998,1635.709196186797
2017-03-02,SK,HEROIC,16,5,1664.2651166398728,1455.5949053695977
2017-03-02,NORTH,VIRTUS.PRO,16,13,1580.3031766538904,1616.3168530530845
2017-03-02,CLOUD9,HEROIC,16,7,1469.56293893334,1439.4968138024574
2017-03-02,NORTH,HEROIC,17,19,1558.1519457736197,1461.6480446827281
2017-03-02,NAVI,SK,16,12,1528.6976694910902,1641.4373546069646
2017-03-02,CLOUD9,SK,16,9,1492.889887926005,1618.1104056142997
2017-03-02,NAVI,VIRTUS.PRO,16,9,1548.6492626945214,1596.3652598496533
2017-03-03,ASTRALIS,NAVI,2,0,1716.275996457698,1539.4793450097818
2017-03-04,HEROIC,ASTRALIS,0,2,1455.6452129943573,1722.278828146069
2017-03-05,FAZE,ASTRALIS,1,3,1618.896584594973,1734.159833284023
2017-03-07,HEROIC,G2,13,16,1439.566813018614,1470.021165502435
2017-03-07,G2,HEROIC,13,16,1452.6222716341958,1456.9657068868532
2017-03-08,KINGUIN,GAMBIT,1,1,1478.173738951327,1516.305429038756
2017-03-08,NORTH,G2,16,10,1569.4362592985074,1441.3379581093081
2017-03-08,CLOUD9,IMMORTALS,8,16,1476.7272889503852,1505.5215734527164
2017-03-08,IMMORTALS,CLOUD9,9,16,1488.1985752803068,1494.0502871227948
2017-03-08,G2,NORTH,13,16,1430.9835752445179,1579.7906421632977
2017-03-09,FAZE,NIP,16,9,1628.9473574119936,1473.1579009253064
2017-03-09,NORTH,MOUSESPORTS,8,16,1562.0617288507467,1559.829526559782
2017-03-09,MOUSESPORTS,NORTH,16,5,1575.932321859786,1545.9589335507426
2017-03-09,FLIPSID3,KINGUIN,0,2,1290.1883432968268,1486.568847114688
2017-03-09,NIP,FAZE,9,16,1463.8872025611672,1638.218055776133
2017-03-12,GAMBIT,NORTH,0,2,1501.6677171022493,1560.5966454872494
2017-03-12,GODSENT,HEROIC,2,1,1519.3988578373376,1443.192020745522
2017-03-13,FLIPSID3,GAMBIT,0,2,1282.879573359391,1508.976487039685
2017-03-13,KINGUIN,NORTH,0,2,1473.9272837592207,1573.2382088427166
2017-03-14,NORTH,FLIPSID3,2,0,1578.3016476204757,1277.816134581632
2017-03-15,ASTRALIS,NORTH,16,11,1743.4279266389246,1569.0335542655741
2017-03-15,KINGUIN,NIP,14,16,1457.4650495929186,1480.3494367274693
2017-03-15,NIP,KINGUIN,16,12,1495.2970931444102,1442.5173931759778
2017-03-15,FNATIC,VIRTUS.PRO,16,2,1542.4218544427285,1577.0402694568804
2017-03-15,HELLRAISERS,HEROIC,16,6,1441.483575968152,1426.338000052276
2017-03-15,VIRTUS.PRO,FNATIC,16,5,1591.4512875716953,1528.0108363279137
2017-03-15,HEROIC,HELLRAISERS,16,12,1443.0350381267917,1424.7865378936363
2017-03-15,IMMORTALS,LIQUID,2,1,1500.1320411846584,1385.9828010787378
2017-03-15,NORTH,ASTRALIS,16,4,1592.4519105768666,1720.0095703276322
2017-03-16,NAVI,FNATIC,16,7,1554.9513924048529,1512.5387889328426
2017-03-16,ASTRALIS,HEROIC,16,10,1725.41010311722,1437.634505337204
2017-03-16,FNATIC,NAVI,16,12,1530.4823170017803,1537.0078643359152
2017-03-16,HEROIC,ASTRALIS,7,16,1432.5073681247468,1730.5372403296772
2017-03-20,FNATIC,HELLRAISERS,2,1,1541.7596465690942,1413.5092083263223
2017-03-21,FNATIC,NIP,14,16,1523.632631458044,1513.4241082554604
2017-03-21,NIP,FNATIC,16,7,1529.8940928794627,1507.1626468340417
2017-03-21,NAVI,FAZE,16,6,1557.5412520359087,1617.6846680761396
2017-03-21,HELLRAISERS,G2,19,15,1430.3132548003216,1414.1795287705186
2017-03-21,GODSENT,GAMBIT,14,16,1502.9190338440105,1525.456311033012
2017-03-21,FAZE,NAVI,9,16,1598.9422993765559,1576.2836207354924
2017-03-21,G2,HELLRAISERS,9,16,1398.9219807242937,1445.5708028465465
2017-03-22,NAVI,NORTH,4,16,1561.0276609768816,1607.7078703354773
2017-03-22,NORTH,NAVI,16,19,1589.5710097597826,1579.1645215525764
2017-03-22,HELLRAISERS,VIRTUS.PRO,16,10,1467.920042350712,1569.1020480675297
2017-03-22,VIRTUS.PRO,HELLRAISERS,10,16,1548.569854192408,1488.4522362258338
2017-03-23,ASTRALIS,FAZE,9,16,1708.7511489570938,1620.7283907491392
2017-03-23,G2,KINGUIN,19,16,1416.919153053953,1424.5202208463184
2017-03-23,FAZE,ASTRALIS,14,16,1608.697430601778,1720.782109104455
2017-03-23,NORTH,HEROIC,19,16,1598.7934838719675,1423.2848940125618
2017-03-23,HEROIC,NORTH,10,16,1414.7434715971515,1607.3349062873779
2017-03-23,MOUSESPORTS,VIRTUS.PRO,11,16,1558.6748324126518,1565.8273436395423
2017-03-23,VIRTUS.PRO,MOUSESPORTS,16,5,1581.4980048490593,1543.0041712031348
2017-03-23,KINGUIN,G2,8,16,1408.1702345748122,1433.2691393254593
2017-03-26,MOUSESPORTS,HELLRAISERS,1,2,1524.5124047800693,1506.9440026488992
2017-03-26,NORTH,FNATIC,1,3,1586.8455169808578,1527.6520361405617
2017-03-27,HELLRAISERS,KINGUIN,16,4,1518.5140126413507,1396.6002245823606
2017-03-28,OPTIC,SK,7,16,1463.9177670517074,1627.815289632862
2017-03-28,SK,OPTIC,14,16,1604.7816882198006,1486.9513684647688
2017-03-28,NAVI,HELLRAISERS,16,5,1592.399492081056,1505.2790421128711
2017-03-28,MOUSESPORTS,HEROIC,4,16,1503.6190992001084,1435.6367771771124
